fastq.file.sample.name	raw_snps_file.original.name	raw_snps.file.change.name	v2_kept	v2_newnames	v5.1_kept
NA	ES_PO_02_18	ES_PO_02_18	ES_PO_02_18	ES_PO_02_18	ES_PO_02_18
NA	ES_PO_02_19	ES_PO_02_19	ES_PO_02_19	ES_PO_02_19	ES_PO_02_19
NA	ES_PO_02_20	ES_PO_02_20	ES_PO_02_20	ES_PO_02_20	NA
NA	ES_PO_02_21	ES_PO_02_21	ES_PO_02_21	ES_PO_02_21	NA
NA	ES_PO_02_22	ES_PO_02_22	ES_PO_02_22	ES_PO_02_22	ES_PO_02_22
NA	ES_PO_02_23	ES_PO_02_23	ES_PO_02_23	ES_PO_02_23	ES_PO_02_23
NA	ES_PO_02_25	ES_PO_02_25	ES_PO_02_25	ES_PO_02_25	ES_PO_02_25
NA	FR_PO_04_04	FR_PO_04_04	FR_PO_04_04	FR_PO_04_04	FR_PO_04_04
NA	FR_PO_04_06	FR_PO_04_06	FR_PO_04_06	FR_PO_04_06	FR_PO_04_06
NA	FR_PO_04_07	FR_PO_04_07	FR_PO_04_07	FR_PO_04_07	FR_PO_04_07
NA	FR_PO_04_08	FR_PO_04_08	FR_PO_04_08	FR_PO_04_08	FR_PO_04_08
NA	FR_PO_04_10	FR_PO_04_10	FR_PO_04_10	FR_PO_04_10	FR_PO_04_10
NA	FR_PO_04_11	FR_PO_04_11	FR_PO_04_11	FR_PO_04_11	FR_PO_04_11
NA	FR_PO_04_13	FR_PO_04_13	FR_PO_04_13	FR_PO_04_13	FR_PO_04_13
NA	FR_PO_04_16	FR_PO_04_16	FR_PO_04_16	FR_PO_04_16	FR_PO_04_16
NA	FR_PO_04_17	FR_PO_04_17	FR_PO_04_17	FR_PO_04_17	FR_PO_04_17
NA	FR_PO_04_19	FR_PO_04_19	FR_PO_04_19	FR_PO_04_19	FR_PO_04_19
NA	FR_PO_04_20	FR_PO_04_20	FR_PO_04_20	FR_PO_04_20	FR_PO_04_20
NA	FR_PO_04_22	FR_PO_04_22	FR_PO_04_22	FR_PO_04_22	FR_PO_04_22
NA	FR_PO_04_23	FR_PO_04_23	FR_PO_04_23	FR_PO_04_23	FR_PO_04_23
NA	FR_PO_04_26	FR_PO_04_26	FR_PO_04_26	FR_PO_04_26	FR_PO_04_26
NA	FR_PO_04_28	FR_PO_04_28	FR_PO_04_28	FR_PO_04_28	FR_PO_04_28
NA	FR_PO_04_30	FR_PO_04_30	FR_PO_04_30	FR_PO_04_30	FR_PO_04_30
NA	FR_PO_04_33	FR_PO_04_33	FR_PO_04_33	FR_PO_04_33	FR_PO_04_33
NA	FR_PO_04_34	FR_PO_04_34	FR_PO_04_34	FR_PO_04_34	FR_PO_04_34
NA	FR_PO_04_36	FR_PO_04_36	FR_PO_04_36	FR_PO_04_36	FR_PO_04_36
NA	FR_PO_04_40	FR_PO_04_40	FR_PO_04_40	FR_PO_04_40	FR_PO_04_40
NA	FR_PO_04_41	FR_PO_04_41	FR_PO_04_41	FR_PO_04_41	FR_PO_04_41
NA	FR_PO_04_44	FR_PO_04_44	FR_PO_04_44	FR_PO_04_44	FR_PO_04_44
NA	FR_PO_04_49	FR_PO_04_49	FR_PO_04_49	FR_PO_04_49	FR_PO_04_49
NA	FR_PO_04_50	FR_PO_04_50	FR_PO_04_50	FR_PO_04_50	FR_PO_04_50
NA	FR_PO_04_52	FR_PO_04_52	FR_PO_04_52	FR_PO_04_52	FR_PO_04_52
NA	FR_PO_04_54	FR_PO_04_54	FR_PO_04_54	FR_PO_04_54	FR_PO_04_54
NA	FR_PO_04_55	FR_PO_04_55	FR_PO_04_55	FR_PO_04_55	FR_PO_04_55
NA	FR_PO_04_56	FR_PO_04_56	NA	NA	NA
NA	FR_PO_04_57	FR_PO_04_57	FR_PO_04_57	FR_PO_04_57	FR_PO_04_57
NA	FR_PO_05_01	FR_PO_05_01	FR_PO_05_01	FR_PO_05_01	FR_PO_05_01
NA	FR_PO_05_05	FR_PO_05_05	FR_PO_05_05	FR_PO_05_05	FR_PO_05_05
NA	FR_PO_05_11	FR_PO_05_11	FR_PO_05_11	FR_PO_05_11	FR_PO_05_11
NA	FR_PO_05_13	FR_PO_05_13	FR_PO_05_13	FR_PO_05_13	FR_PO_05_13
NA	FR_PO_05_19	FR_PO_05_19	FR_PO_05_19	FR_PO_05_19	FR_PO_05_19
NA	FR_PO_05_22	FR_PO_05_22	FR_PO_05_22	FR_PO_05_22	FR_PO_05_22
NA	FR_PO_05_23	FR_PO_05_23	FR_PO_05_23	FR_PO_05_23	FR_PO_05_23
NA	FR_PO_05_28	FR_PO_05_28	FR_PO_05_28	FR_PO_05_28	FR_PO_05_28
NA	FR_PO_05_29	FR_PO_05_29	FR_PO_05_29	FR_PO_05_29	FR_PO_05_29
NA	FR_PO_05_36	FR_PO_05_36	FR_PO_05_36	FR_PO_05_36	FR_PO_05_36
NA	FR_PO_05_37	FR_PO_05_37	FR_PO_05_37	FR_PO_05_37	FR_PO_05_37
NA	FR_PO_05_38	FR_PO_05_38	FR_PO_05_38	FR_PO_05_38	FR_PO_05_38
NA	FR_PO_05_39	FR_PO_05_39	FR_PO_05_39	FR_PO_05_39	FR_PO_05_39
NA	FR_PO_05_40	FR_PO_05_40	FR_PO_05_40	FR_PO_05_40	FR_PO_05_40
NA	FR_PO_05_41	FR_PO_05_41	FR_PO_05_41	FR_PO_05_41	FR_PO_05_41
NA	FR_PO_05_42	FR_PO_05_42	FR_PO_05_42	FR_PO_05_42	FR_PO_05_42
NA	FR_PO_05_43	FR_PO_05_43	FR_PO_05_43	FR_PO_05_43	FR_PO_05_43
NA	FR_PO_05_44	FR_PO_05_44	FR_PO_05_44	FR_PO_05_44	FR_PO_05_44
NA	FR_PO_05_45	FR_PO_05_45	FR_PO_05_45	FR_PO_05_45	FR_PO_05_45
