fastq.file.sample.name	raw_snps_file.original.name	raw_snps.file.change.name	v2_kept	v2_newnames	v5.1_kept
NA	37642_ID896_FR_PS_03_5_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_5	FR_PS_3_5	FR_PS_03_05	FR_PS_03_05
NA	37643_ID896_FR_PS_03_6_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_6	FR_PS_3_6	FR_PS_03_06	NA
NA	37644_ID896_FR_PS_03_7_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_7	FR_PS_3_7	FR_PS_03_07	FR_PS_03_07
NA	37645_ID896_FR_PS_03_8_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_8	FR_PS_3_8	FR_PS_03_08	NA
NA	37646_ID896_FR_PS_03_9_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_9	FR_PS_3_9	FR_PS_03_09	FR_PS_03_09
NA	37647_ID896_FR_PS_03_10_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_10	FR_PS_3_10	FR_PS_03_10	FR_PS_03_10
NA	37648_ID896_FR_PS_03_11_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_11	FR_PS_3_11	FR_PS_03_11	FR_PS_03_11
NA	37649_ID896_FR_PS_03_12_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_12	FR_PS_3_12	FR_PS_03_12	FR_PS_03_12
NA	37650_ID896_FR_PS_03_13_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_13	FR_PS_3_13	FR_PS_03_13	FR_PS_03_13
NA	37651_ID896_FR_PS_03_14_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_14	FR_PS_3_14	FR_PS_03_14	NA
NA	37652_ID896_FR_PS_03_15_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_15	FR_PS_3_15	FR_PS_03_15	FR_PS_03_15
NA	37653_ID896_FR_PS_03_16_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_16	FR_PS_3_16	FR_PS_03_16	FR_PS_03_16
NA	37654_ID896_FR_PS_03_18_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_18	FR_PS_3_18	FR_PS_03_18	FR_PS_03_18
NA	37655_ID896_FR_PS_03_19_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_19	FR_PS_3_19	FR_PS_03_19	FR_PS_03_19
NA	37656_ID896_FR_PS_03_20_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_20	FR_PS_3_20	FR_PS_03_20	FR_PS_03_20
NA	37657_ID896_FR_PS_03_21_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_21	FR_PS_3_21	FR_PS_03_21	FR_PS_03_21
NA	37658_ID896_FR_PS_03_22_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_22	FR_PS_3_22	FR_PS_03_22	NA
NA	37659_ID896_FR_PS_03_23_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_23	FR_PS_3_23	FR_PS_03_23	NA
NA	37660_ID896_FR_PS_03_24_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_24	FR_PS_3_24	FR_PS_03_24	FR_PS_03_24
NA	37661_ID896_FR_PS_03_25_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_25	FR_PS_3_25	FR_PS_03_25	FR_PS_03_25
NA	37662_ID896_FR_PS_03_26_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_3_26	FR_PS_3_26	FR_PS_03_26	FR_PS_03_26
NA	37663_ID896_FR_PS_04_2_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_2	FR_PS_4_2	FR_PS_04_02	FR_PS_04_02
NA	37664_ID896_FR_PS_04_3_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_3	FR_PS_4_3	FR_PS_04_03	FR_PS_04_03
NA	37665_ID896_FR_PS_04_4_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_4	FR_PS_4_4	FR_PS_04_04	FR_PS_04_04
NA	37666_ID896_FR_PS_04_5_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_5	FR_PS_4_5	FR_PS_04_05	FR_PS_04_05
NA	37667_ID896_FR_PS_04_6_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_6	FR_PS_4_6	FR_PS_04_06	FR_PS_04_06
NA	37668_ID896_FR_PS_04_7_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_7	FR_PS_4_7	FR_PS_04_07	FR_PS_04_07
NA	37669_ID896_FR_PS_04_8_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_8	FR_PS_4_8	FR_PS_04_08	FR_PS_04_08
NA	37670_ID896_FR_PS_04_9_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_9	FR_PS_4_9	FR_PS_04_09	FR_PS_04_09
