fastq.file.sample.name	raw_snps_file.original.sample.name	raw_snps.file.change.name	v2_kept	v2_newnames	v5.1_kept
NA	31294	AT_FS_13_10	AT_FS_13_10	AT_FS_13_10	AT_FS_13_10
NA	31295	AT_FS_13_11	AT_FS_13_11	AT_FS_13_11	AT_FS_13_11
NA	31296	AT_FS_13_12	AT_FS_13_12	AT_FS_13_12	AT_FS_13_12
NA	31297	AT_FS_13_13	AT_FS_13_13	AT_FS_13_13	AT_FS_13_13
NA	31298	AT_FS_13_14	AT_FS_13_14	AT_FS_13_14	AT_FS_13_14
NA	31299	AT_FS_13_15	AT_FS_13_15	AT_FS_13_15	AT_FS_13_15
NA	31300	AT_FS_13_16	AT_FS_13_16	AT_FS_13_16	AT_FS_13_16
NA	31301	AT_FS_13_17	AT_FS_13_17	AT_FS_13_17	AT_FS_13_17
NA	31302	AT_FS_13_18	AT_FS_13_18	AT_FS_13_18	AT_FS_13_18
NA	31303	AT_FS_13_19	AT_FS_13_19	AT_FS_13_19	AT_FS_13_19
NA	31304	AT_FS_13_20	AT_FS_13_20	AT_FS_13_20	AT_FS_13_20
NA	31305	AT_FS_13_21	AT_FS_13_21	AT_FS_13_21	AT_FS_13_21
NA	31306	AT_FS_13_22	AT_FS_13_22	AT_FS_13_22	AT_FS_13_22
NA	31307	AT_FS_13_23	AT_FS_13_23	AT_FS_13_23	AT_FS_13_23
NA	31308	AT_FS_13_24	AT_FS_13_24	AT_FS_13_24	AT_FS_13_24
NA	31309	AT_FS_13_25	AT_FS_13_25	AT_FS_13_25	AT_FS_13_25
NA	31310	AT_FS_13_26	AT_FS_13_26	AT_FS_13_26	AT_FS_13_26
NA	31311	AT_FS_13_27	AT_FS_13_27	AT_FS_13_27	AT_FS_13_27
NA	31312	AT_FS_13_28	AT_FS_13_28	AT_FS_13_28	AT_FS_13_28
NA	31313	AT_FS_13_29	AT_FS_13_29	AT_FS_13_29	AT_FS_13_29
NA	31314	AT_FS_13_30	AT_FS_13_30	AT_FS_13_30	AT_FS_13_30
NA	31315	AT_FS_14_01	AT_FS_14_01	AT_FS_14_01	AT_FS_14_01
NA	31316	AT_FS_14_02	AT_FS_14_02	AT_FS_14_02	AT_FS_14_02
NA	31317	AT_FS_14_03	AT_FS_14_03	AT_FS_14_03	NA
NA	31318	AT_FS_14_04	AT_FS_14_04	AT_FS_14_04	AT_FS_14_04
NA	31319	AT_FS_14_05	AT_FS_14_05	AT_FS_14_05	AT_FS_14_05
NA	31320	AT_FS_14_06	AT_FS_14_06	AT_FS_14_06	AT_FS_14_06
NA	31321	AT_FS_14_07	AT_FS_14_07	AT_FS_14_07	AT_FS_14_07
NA	31322	AT_FS_14_08	AT_FS_14_08	AT_FS_14_08	AT_FS_14_08
NA	31323	AT_FS_14_09	AT_FS_14_09	AT_FS_14_09	AT_FS_14_09
NA	31324	AT_FS_14_10	AT_FS_14_10	AT_FS_14_10	AT_FS_14_10
NA	31325	AT_FS_14_11	AT_FS_14_11	AT_FS_14_11	AT_FS_14_11
NA	31326	AT_FS_14_12	AT_FS_14_12	AT_FS_14_12	AT_FS_14_12
NA	31327	AT_FS_14_13	AT_FS_14_13	AT_FS_14_13	NA
NA	31328	AT_FS_14_14	AT_FS_14_14	AT_FS_14_14	AT_FS_14_14
NA	31329	AT_FS_14_15	NA	NA	NA
NA	31330	AT_FS_14_16	AT_FS_14_16	AT_FS_14_16	AT_FS_14_16
NA	31331	AT_FS_14_17	AT_FS_14_17	AT_FS_14_17	AT_FS_14_17
NA	31332	AT_FS_14_18	AT_FS_14_18	AT_FS_14_18	AT_FS_14_18
NA	31333	AT_FS_14_19	AT_FS_14_19	AT_FS_14_19	AT_FS_14_19
NA	31334	AT_FS_14_20	AT_FS_14_20	AT_FS_14_20	AT_FS_14_20
NA	31335	AT_FS_14_21	AT_FS_14_21	AT_FS_14_21	NA
NA	31336	AT_FS_14_22	AT_FS_14_22	AT_FS_14_22	AT_FS_14_22
NA	31337	AT_FS_14_23	AT_FS_14_23	AT_FS_14_23	NA
NA	31338	AT_FS_14_24	AT_FS_14_24	AT_FS_14_24	AT_FS_14_24
NA	31339	AT_FS_14_25	AT_FS_14_25	AT_FS_14_25	AT_FS_14_25
NA	31340	DE_FS_15_01	DE_FS_15_01	DE_FS_15_01	DE_FS_15_01
NA	31341	DE_FS_15_02	DE_FS_15_02	DE_FS_15_02	DE_FS_15_02
NA	31342	DE_FS_15_03	DE_FS_15_03	DE_FS_15_03	DE_FS_15_03
NA	31343	DE_FS_15_04	DE_FS_15_04	DE_FS_15_04	DE_FS_15_04
NA	31344	DE_FS_15_05	DE_FS_15_05	DE_FS_15_05	DE_FS_15_05
NA	31345	DE_FS_15_06	DE_FS_15_06	DE_FS_15_06	DE_FS_15_06
NA	31346	DE_FS_15_07	DE_FS_15_07	DE_FS_15_07	DE_FS_15_07
NA	31347	DE_FS_15_08	DE_FS_15_08	DE_FS_15_08	DE_FS_15_08
NA	31348	DE_FS_15_09	DE_FS_15_09	DE_FS_15_09	DE_FS_15_09
NA	31349	DE_FS_15_10	DE_FS_15_10	DE_FS_15_10	DE_FS_15_10
NA	31350	DE_FS_15_11	DE_FS_15_11	DE_FS_15_11	DE_FS_15_11
NA	31351	DE_FS_15_12	DE_FS_15_12	DE_FS_15_12	DE_FS_15_12
NA	31352	DE_FS_15_13	DE_FS_15_13	DE_FS_15_13	NA
NA	31353	DE_FS_15_14	DE_FS_15_14	DE_FS_15_14	DE_FS_15_14
NA	31354	DE_FS_15_15	DE_FS_15_15	DE_FS_15_15	DE_FS_15_15
NA	31355	DE_FS_15_16	DE_FS_15_16	DE_FS_15_16	DE_FS_15_16
NA	31356	DE_FS_15_17	DE_FS_15_17	DE_FS_15_17	DE_FS_15_17
NA	31357	DE_FS_15_18	DE_FS_15_18	DE_FS_15_18	DE_FS_15_18
NA	31358	DE_FS_15_19	DE_FS_15_19	DE_FS_15_19	DE_FS_15_19
NA	31359	DE_FS_15_20	DE_FS_15_20	DE_FS_15_20	DE_FS_15_20
NA	31360	DE_FS_15_21	NA	NA	NA
NA	31361	DE_FS_15_22	DE_FS_15_22	DE_FS_15_22	DE_FS_15_22
NA	31362	DE_FS_15_23	DE_FS_15_23	DE_FS_15_23	NA
NA	31363	DE_FS_15_24	DE_FS_15_24	DE_FS_15_24	DE_FS_15_24
NA	31364	DE_FS_15_25	DE_FS_15_25	DE_FS_15_25	DE_FS_15_25
NA	31365	DE_FS_16_01	DE_FS_16_01	DE_FS_16_01	DE_FS_16_01
NA	31366	DE_FS_16_02	DE_FS_16_02	DE_FS_16_02	DE_FS_16_02
NA	31367	DE_FS_16_03	DE_FS_16_03	DE_FS_16_03	DE_FS_16_03
NA	31368	DE_FS_16_04	DE_FS_16_04	DE_FS_16_04	DE_FS_16_04
NA	31369	DE_FS_16_05	DE_FS_16_05	DE_FS_16_05	DE_FS_16_05
NA	31370	DE_FS_16_06	DE_FS_16_06	DE_FS_16_06	DE_FS_16_06
NA	31371	DE_FS_16_07	DE_FS_16_07	DE_FS_16_07	DE_FS_16_07
NA	31372	DE_FS_16_08	DE_FS_16_08	DE_FS_16_08	DE_FS_16_08
NA	31373	DE_FS_16_09	DE_FS_16_09	DE_FS_16_09	DE_FS_16_09
NA	31374	DE_FS_16_10	DE_FS_16_10	DE_FS_16_10	DE_FS_16_10
NA	31375	DE_FS_16_11	DE_FS_16_11	DE_FS_16_11	DE_FS_16_11
NA	31376	DE_FS_16_12	DE_FS_16_12	DE_FS_16_12	DE_FS_16_12
NA	31377	DE_FS_16_13	DE_FS_16_13	DE_FS_16_13	DE_FS_16_13
NA	31378	DE_FS_16_14	DE_FS_16_14	DE_FS_16_14	DE_FS_16_14
NA	31379	DE_FS_16_15	DE_FS_16_15	DE_FS_16_15	DE_FS_16_15
NA	31380	DE_FS_16_16	DE_FS_16_16	DE_FS_16_16	NA
NA	31381	DE_FS_16_17	DE_FS_16_17	DE_FS_16_17	NA
NA	31382	DE_FS_16_18	DE_FS_16_18	DE_FS_16_18	DE_FS_16_18
NA	31383	DE_FS_16_19	DE_FS_16_19	DE_FS_16_19	DE_FS_16_19
NA	31384	DE_FS_16_20	DE_FS_16_20	DE_FS_16_20	DE_FS_16_20
NA	31385	DE_FS_16_21	DE_FS_16_21	DE_FS_16_21	DE_FS_16_21
NA	31386	DE_FS_16_22	DE_FS_16_22	DE_FS_16_22	DE_FS_16_22
NA	31387	DE_FS_16_23	DE_FS_16_23	DE_FS_16_23	DE_FS_16_23
NA	31388	DE_FS_16_24	DE_FS_16_24	DE_FS_16_24	DE_FS_16_24
NA	31389	DE_FS_16_25	DE_FS_16_25	DE_FS_16_25	DE_FS_16_25
NA	31390	DE_FS_17_01	DE_FS_17_01	DE_FS_17_01	DE_FS_17_01
NA	31391	DE_FS_17_02	DE_FS_17_02	DE_FS_17_02	DE_FS_17_02
NA	31392	DE_FS_17_03	NA	NA	NA
NA	31393	DE_FS_17_04	DE_FS_17_04	DE_FS_17_04	DE_FS_17_04
NA	31394	DE_FS_17_05	DE_FS_17_05	DE_FS_17_05	DE_FS_17_05
NA	31395	DE_FS_17_06	DE_FS_17_06	DE_FS_17_06	DE_FS_17_06
NA	31396	DE_FS_17_07	DE_FS_17_07	DE_FS_17_07	DE_FS_17_07
NA	31397	DE_FS_17_08	DE_FS_17_08	DE_FS_17_08	DE_FS_17_08
NA	31398	DE_FS_17_09	DE_FS_17_09	DE_FS_17_09	DE_FS_17_09
NA	31399	DE_FS_17_10	DE_FS_17_10	DE_FS_17_10	DE_FS_17_10
NA	31400	DE_FS_17_11	DE_FS_17_11	DE_FS_17_11	DE_FS_17_11
NA	31401	DE_FS_17_12	DE_FS_17_12	DE_FS_17_12	DE_FS_17_12
NA	31402	DE_FS_17_13	DE_FS_17_13	DE_FS_17_13	DE_FS_17_13
NA	31403	DE_FS_17_14	DE_FS_17_14	DE_FS_17_14	NA
NA	31404	DE_FS_17_15	DE_FS_17_15	DE_FS_17_15	DE_FS_17_15
NA	31405	DE_FS_17_16	DE_FS_17_16	DE_FS_17_16	DE_FS_17_16
NA	31406	DE_FS_17_17	DE_FS_17_17	DE_FS_17_17	DE_FS_17_17
NA	31407	DE_FS_17_18	DE_FS_17_18	DE_FS_17_18	NA
NA	31408	DE_FS_17_19	DE_FS_17_19	DE_FS_17_19	DE_FS_17_19
NA	31409	DE_FS_17_20	DE_FS_17_20	DE_FS_17_20	DE_FS_17_20
NA	31410	DE_FS_17_21	DE_FS_17_21	DE_FS_17_21	DE_FS_17_21
NA	31411	DE_FS_17_22	DE_FS_17_22	DE_FS_17_22	DE_FS_17_22
NA	31412	DE_FS_17_23	DE_FS_17_23	DE_FS_17_23	DE_FS_17_23
NA	31413	DE_FS_17_24	DE_FS_17_24	DE_FS_17_24	DE_FS_17_24
NA	31414	DE_FS_17_25	DE_FS_17_25	DE_FS_17_25	DE_FS_17_25
NA	31415	DE_FS_18_01	DE_FS_18_01	DE_FS_18_01	DE_FS_18_01
NA	31416	DE_FS_18_02	DE_FS_18_02	DE_FS_18_02	DE_FS_18_02
NA	31417	DE_FS_18_03	DE_FS_18_03	DE_FS_18_03	DE_FS_18_03
NA	31418	DE_FS_18_04	DE_FS_18_04	DE_FS_18_04	DE_FS_18_04
NA	31419	DE_FS_18_05	DE_FS_18_05	DE_FS_18_05	DE_FS_18_05
NA	31420	DE_FS_18_06	DE_FS_18_06	DE_FS_18_06	DE_FS_18_06
NA	31421	DE_FS_18_07	DE_FS_18_07	DE_FS_18_07	DE_FS_18_07
NA	31422	DE_FS_18_08	DE_FS_18_08	DE_FS_18_08	DE_FS_18_08
NA	31423	DE_FS_18_09	DE_FS_18_09	DE_FS_18_09	DE_FS_18_09
NA	31424	DE_FS_18_10	DE_FS_18_10	DE_FS_18_10	DE_FS_18_10
NA	31425	DE_FS_18_11	DE_FS_18_11	DE_FS_18_11	DE_FS_18_11
NA	31426	DE_FS_18_12	DE_FS_18_12	DE_FS_18_12	DE_FS_18_12
NA	31427	DE_FS_18_13	DE_FS_18_13	DE_FS_18_13	DE_FS_18_13
NA	31428	DE_FS_18_14	DE_FS_18_14	DE_FS_18_14	DE_FS_18_14
NA	31429	DE_FS_18_15	DE_FS_18_15	DE_FS_18_15	DE_FS_18_15
NA	31430	DE_FS_18_16	DE_FS_18_16	DE_FS_18_16	DE_FS_18_16
NA	31431	DE_FS_18_17	DE_FS_18_17	DE_FS_18_17	DE_FS_18_17
NA	31432	DE_FS_18_18	DE_FS_18_18	DE_FS_18_18	DE_FS_18_18
NA	31433	DE_FS_18_19	DE_FS_18_19	DE_FS_18_19	DE_FS_18_19
NA	31434	DE_FS_18_20	DE_FS_18_20	DE_FS_18_20	DE_FS_18_20
NA	31435	DE_FS_18_21	DE_FS_18_21	DE_FS_18_21	DE_FS_18_21
NA	31436	DE_FS_18_22	DE_FS_18_22	DE_FS_18_22	DE_FS_18_22
NA	31437	DE_FS_18_23	DE_FS_18_23	DE_FS_18_23	DE_FS_18_23
NA	31438	DE_FS_18_24	DE_FS_18_24	DE_FS_18_24	DE_FS_18_24
NA	31439	DE_FS_18_25	DE_FS_18_25	DE_FS_18_25	DE_FS_18_25
NA	31440	GB_FS_19_01	GB_FS_19_01	GB_FS_19_01	GB_FS_19_01
NA	31441	GB_FS_19_02	GB_FS_19_02	GB_FS_19_02	GB_FS_19_02
NA	31442	GB_FS_19_03	GB_FS_19_03	GB_FS_19_03	GB_FS_19_03
NA	31443	GB_FS_19_04	GB_FS_19_04	GB_FS_19_04	GB_FS_19_04
NA	31444	GB_FS_19_05	GB_FS_19_05	GB_FS_19_05	GB_FS_19_05
NA	31445	GB_FS_19_06	GB_FS_19_06	GB_FS_19_06	GB_FS_19_06
NA	31446	GB_FS_19_07	GB_FS_19_07	GB_FS_19_07	GB_FS_19_07
NA	31447	GB_FS_19_08	GB_FS_19_08	GB_FS_19_08	GB_FS_19_08
NA	31448	GB_FS_19_09	GB_FS_19_09	GB_FS_19_09	GB_FS_19_09
NA	31449	GB_FS_19_10	GB_FS_19_10	GB_FS_19_10	NA
NA	31450	GB_FS_19_11	GB_FS_19_11	GB_FS_19_11	GB_FS_19_11
NA	31451	GB_FS_19_12	GB_FS_19_12	GB_FS_19_12	GB_FS_19_12
NA	31452	GB_FS_19_13	GB_FS_19_13	GB_FS_19_13	NA
NA	31453	GB_FS_19_14	GB_FS_19_14	GB_FS_19_14	GB_FS_19_14
NA	31454	GB_FS_19_15	GB_FS_19_15	GB_FS_19_15	GB_FS_19_15
NA	31455	GB_FS_19_16	GB_FS_19_16	GB_FS_19_16	GB_FS_19_16
NA	31456	GB_FS_19_17	GB_FS_19_17	GB_FS_19_17	GB_FS_19_17
NA	31457	GB_FS_19_18	GB_FS_19_18	GB_FS_19_18	GB_FS_19_18
NA	31458	GB_FS_19_19	GB_FS_19_19	GB_FS_19_19	GB_FS_19_19
NA	31459	GB_FS_19_20	GB_FS_19_20	GB_FS_19_20	GB_FS_19_20
NA	31460	GB_FS_19_21	GB_FS_19_21	GB_FS_19_21	GB_FS_19_21
NA	31461	GB_FS_19_22	GB_FS_19_22	GB_FS_19_22	GB_FS_19_22
NA	31462	GB_FS_19_23	GB_FS_19_23	GB_FS_19_23	GB_FS_19_23
NA	31463	GB_FS_19_24	GB_FS_19_24	GB_FS_19_24	GB_FS_19_24
NA	31464	GB_FS_19_25	GB_FS_19_25	GB_FS_19_25	GB_FS_19_25
NA	31465	GB_FS_20_01	GB_FS_20_01	GB_FS_20_01	GB_FS_20_01
NA	31466	GB_FS_20_02	GB_FS_20_02	GB_FS_20_02	GB_FS_20_02
NA	31467	GB_FS_20_03	GB_FS_20_03	GB_FS_20_03	GB_FS_20_03
NA	31468	GB_FS_20_04	GB_FS_20_04	GB_FS_20_04	GB_FS_20_04
NA	31469	GB_FS_20_05	GB_FS_20_05	GB_FS_20_05	GB_FS_20_05
NA	31470	GB_FS_20_06	GB_FS_20_06	GB_FS_20_06	GB_FS_20_06
NA	31471	GB_FS_20_07	GB_FS_20_07	GB_FS_20_07	GB_FS_20_07
NA	31472	GB_FS_20_08	GB_FS_20_08	GB_FS_20_08	NA
NA	31473	GB_FS_20_09	GB_FS_20_09	GB_FS_20_09	NA
NA	31474	GB_FS_20_10	GB_FS_20_10	GB_FS_20_10	GB_FS_20_10
NA	31475	GB_FS_20_11	GB_FS_20_11	GB_FS_20_11	GB_FS_20_11
NA	31476	GB_FS_20_12	GB_FS_20_12	GB_FS_20_12	GB_FS_20_12
NA	31477	GB_FS_20_13	GB_FS_20_13	GB_FS_20_13	GB_FS_20_13
NA	31478	GB_FS_20_14	GB_FS_20_14	GB_FS_20_14	GB_FS_20_14
NA	31479	GB_FS_20_15	GB_FS_20_15	GB_FS_20_15	GB_FS_20_15
NA	31480	GB_FS_20_16	GB_FS_20_16	GB_FS_20_16	GB_FS_20_16
NA	31481	GB_FS_20_17	GB_FS_20_17	GB_FS_20_17	GB_FS_20_17
NA	31482	GB_FS_20_18	GB_FS_20_18	GB_FS_20_18	GB_FS_20_18
NA	31483	GB_FS_20_19	GB_FS_20_19	GB_FS_20_19	GB_FS_20_19
NA	31484	GB_FS_20_20	GB_FS_20_20	GB_FS_20_20	GB_FS_20_20
NA	31485	GB_FS_20_21	GB_FS_20_21	GB_FS_20_21	GB_FS_20_21
NA	31486	GB_FS_20_22	GB_FS_20_22	GB_FS_20_22	GB_FS_20_22
NA	31487	GB_FS_20_23	GB_FS_20_23	GB_FS_20_23	GB_FS_20_23
NA	31488	GB_FS_20_24	GB_FS_20_24	GB_FS_20_24	GB_FS_20_24
NA	31489	GB_FS_20_25	GB_FS_20_25	GB_FS_20_25	GB_FS_20_25
NA	31490	NO_FS_21_01	NO_FS_21_01	NO_FS_21_01	NO_FS_21_01
NA	31491	NO_FS_21_02	NO_FS_21_02	NO_FS_21_02	NO_FS_21_02
NA	31492	NO_FS_21_03	NO_FS_21_03	NO_FS_21_03	NO_FS_21_03
NA	31493	NO_FS_21_04	NO_FS_21_04	NO_FS_21_04	NO_FS_21_04
NA	31494	NO_FS_21_05	NO_FS_21_05	NO_FS_21_05	NO_FS_21_05
NA	31495	NO_FS_21_06	NO_FS_21_06	NO_FS_21_06	NO_FS_21_06
NA	31496	NO_FS_21_07	NO_FS_21_07	NO_FS_21_07	NO_FS_21_07
NA	31497	NO_FS_21_08	NO_FS_21_08	NO_FS_21_08	NO_FS_21_08
NA	31498	NO_FS_21_09	NO_FS_21_09	NO_FS_21_09	NA
NA	31499	NO_FS_21_10	NO_FS_21_10	NO_FS_21_10	NO_FS_21_10
NA	31500	NO_FS_21_11	NO_FS_21_11	NO_FS_21_11	NO_FS_21_11
NA	31501	NO_FS_21_12	NO_FS_21_12	NO_FS_21_12	NO_FS_21_12
NA	31502	NO_FS_21_13	NO_FS_21_13	NO_FS_21_13	NO_FS_21_13
NA	31503	NO_FS_21_14	NO_FS_21_14	NO_FS_21_14	NO_FS_21_14
NA	31504	NO_FS_21_15	NO_FS_21_15	NO_FS_21_15	NO_FS_21_15
NA	31505	NO_FS_21_16	NO_FS_21_16	NO_FS_21_16	NO_FS_21_16
NA	31506	NO_FS_21_17	NO_FS_21_17	NO_FS_21_17	NO_FS_21_17
NA	31507	NO_FS_21_18	NO_FS_21_18	NO_FS_21_18	NO_FS_21_18
NA	31508	NO_FS_21_19	NO_FS_21_19	NO_FS_21_19	NO_FS_21_19
NA	31509	NO_FS_21_20	NO_FS_21_20	NO_FS_21_20	NO_FS_21_20
NA	31510	NO_FS_21_21	NO_FS_21_21	NO_FS_21_21	NO_FS_21_21
NA	31511	NO_FS_21_22	NO_FS_21_22	NO_FS_21_22	NO_FS_21_22
NA	31512	NO_FS_21_23	NO_FS_21_23	NO_FS_21_23	NO_FS_21_23
NA	31513	NO_FS_21_24	NO_FS_21_24	NO_FS_21_24	NO_FS_21_24
NA	31514	NO_FS_21_25	NO_FS_21_25	NO_FS_21_25	NO_FS_21_25
NA	31515	NO_FS_22_01	NO_FS_22_01	NO_FS_22_01	NO_FS_22_01
NA	31516	NO_FS_22_02	NO_FS_22_02	NO_FS_22_02	NO_FS_22_02
NA	31517	NO_FS_22_03	NO_FS_22_03	NO_FS_22_03	NO_FS_22_03
NA	31518	NO_FS_22_04	NO_FS_22_04	NO_FS_22_04	NO_FS_22_04
NA	31519	NO_FS_22_05	NO_FS_22_05	NO_FS_22_05	NO_FS_22_05
NA	31520	NO_FS_22_06	NO_FS_22_06	NO_FS_22_06	NO_FS_22_06
NA	31521	NO_FS_22_07	NO_FS_22_07	NO_FS_22_07	NO_FS_22_07
NA	31522	NO_FS_22_08	NO_FS_22_08	NO_FS_22_08	NO_FS_22_08
NA	31523	NO_FS_22_09	NO_FS_22_09	NO_FS_22_09	NO_FS_22_09
NA	31524	NO_FS_22_10	NO_FS_22_10	NO_FS_22_10	NO_FS_22_10
NA	31525	NO_FS_22_11	NO_FS_22_11	NO_FS_22_11	NO_FS_22_11
NA	31526	NO_FS_22_12	NO_FS_22_12	NO_FS_22_12	NO_FS_22_12
NA	31527	NO_FS_22_13	NO_FS_22_13	NO_FS_22_13	NA
NA	31528	NO_FS_22_14	NO_FS_22_14	NO_FS_22_14	NO_FS_22_14
NA	31529	NO_FS_22_15	NO_FS_22_15	NO_FS_22_15	NO_FS_22_15
NA	31530	NO_FS_22_16	NO_FS_22_16	NO_FS_22_16	NO_FS_22_16
NA	31531	NO_FS_22_17	NO_FS_22_17	NO_FS_22_17	NO_FS_22_17
NA	31532	NO_FS_22_18	NO_FS_22_18	NO_FS_22_18	NO_FS_22_18
NA	31533	NO_FS_22_19	NO_FS_22_19	NO_FS_22_19	NO_FS_22_19
NA	31534	NO_FS_22_20	NO_FS_22_20	NO_FS_22_20	NO_FS_22_20
NA	31535	NO_FS_22_21	NO_FS_22_21	NO_FS_22_21	NO_FS_22_21
NA	31536	NO_FS_22_22	NO_FS_22_22	NO_FS_22_22	NO_FS_22_22
NA	31537	NO_FS_22_23	NO_FS_22_23	NO_FS_22_23	NO_FS_22_23
NA	31538	NO_FS_22_24	NO_FS_22_24	NO_FS_22_24	NO_FS_22_24
NA	31539	NO_FS_22_25	NO_FS_22_25	NO_FS_22_25	NO_FS_22_25
NA	31540	SE_FS_23_01	SE_FS_23_01	SE_FS_23_01	SE_FS_23_01
NA	31541	SE_FS_23_02	SE_FS_23_02	SE_FS_23_02	SE_FS_23_02
NA	31542	SE_FS_23_03	SE_FS_23_03	SE_FS_23_03	SE_FS_23_03
NA	31543	SE_FS_23_04	SE_FS_23_04	SE_FS_23_04	SE_FS_23_04
NA	31544	SE_FS_23_05	SE_FS_23_05	SE_FS_23_05	SE_FS_23_05
NA	31545	SE_FS_23_06	SE_FS_23_06	SE_FS_23_06	SE_FS_23_06
NA	31546	SE_FS_23_07	SE_FS_23_07	SE_FS_23_07	SE_FS_23_07
NA	31547	SE_FS_23_08	SE_FS_23_08	SE_FS_23_08	SE_FS_23_08
NA	31548	SE_FS_23_09	SE_FS_23_09	SE_FS_23_09	SE_FS_23_09
NA	31549	SE_FS_23_10	SE_FS_23_10	SE_FS_23_10	SE_FS_23_10
NA	31550	SE_FS_23_11	SE_FS_23_11	SE_FS_23_11	SE_FS_23_11
NA	31551	SE_FS_23_12	SE_FS_23_12	SE_FS_23_12	SE_FS_23_12
NA	31552	SE_FS_23_13	SE_FS_23_13	SE_FS_23_13	SE_FS_23_13
NA	31553	SE_FS_23_14	SE_FS_23_14	SE_FS_23_14	SE_FS_23_14
NA	31554	SE_FS_23_15	SE_FS_23_15	SE_FS_23_15	SE_FS_23_15
NA	31555	SE_FS_23_16	SE_FS_23_16	SE_FS_23_16	SE_FS_23_16
NA	31556	SE_FS_23_17	SE_FS_23_17	SE_FS_23_17	SE_FS_23_17
NA	31557	SE_FS_23_18	SE_FS_23_18	SE_FS_23_18	SE_FS_23_18
NA	31558	SE_FS_23_19	SE_FS_23_19	SE_FS_23_19	SE_FS_23_19
NA	31559	SE_FS_23_20	SE_FS_23_20	SE_FS_23_20	SE_FS_23_20
NA	31560	SE_FS_23_21	SE_FS_23_21	SE_FS_23_21	SE_FS_23_21
NA	31561	SE_FS_23_22	SE_FS_23_22	SE_FS_23_22	SE_FS_23_22
NA	31562	SE_FS_23_23	SE_FS_23_23	SE_FS_23_23	SE_FS_23_23
NA	31563	SE_FS_23_24	SE_FS_23_24	SE_FS_23_24	SE_FS_23_24
NA	31564	SE_FS_23_25	SE_FS_23_25	SE_FS_23_25	SE_FS_23_25
NA	31565	SE_FS_24_01	SE_FS_24_01	SE_FS_24_01	SE_FS_24_01
NA	31566	SE_FS_24_02	SE_FS_24_02	SE_FS_24_02	SE_FS_24_02
NA	31567	SE_FS_24_03	SE_FS_24_03	SE_FS_24_03	SE_FS_24_03
NA	31568	SE_FS_24_04	SE_FS_24_04	SE_FS_24_04	SE_FS_24_04
NA	31569	SE_FS_24_05	SE_FS_24_05	SE_FS_24_05	SE_FS_24_05
NA	31570	SE_FS_24_06	SE_FS_24_06	SE_FS_24_06	SE_FS_24_06
NA	31571	SE_FS_24_07	SE_FS_24_07	SE_FS_24_07	SE_FS_24_07
NA	31572	SE_FS_24_08	SE_FS_24_08	SE_FS_24_08	SE_FS_24_08
NA	31573	SE_FS_24_09	SE_FS_24_09	SE_FS_24_09	SE_FS_24_09
NA	31574	SE_FS_24_10	SE_FS_24_10	SE_FS_24_10	SE_FS_24_10
NA	31575	SE_FS_24_11	SE_FS_24_11	SE_FS_24_11	SE_FS_24_11
NA	31576	SE_FS_24_12	SE_FS_24_12	SE_FS_24_12	SE_FS_24_12
NA	31577	SE_FS_24_13	SE_FS_24_13	SE_FS_24_13	SE_FS_24_13
NA	31578	SE_FS_24_14	SE_FS_24_14	SE_FS_24_14	SE_FS_24_14
NA	31579	SE_FS_24_15	SE_FS_24_15	SE_FS_24_15	SE_FS_24_15
NA	31580	SE_FS_24_16	SE_FS_24_16	SE_FS_24_16	SE_FS_24_16
NA	31581	SE_FS_24_17	SE_FS_24_17	SE_FS_24_17	SE_FS_24_17
NA	31582	SE_FS_24_18	SE_FS_24_18	SE_FS_24_18	SE_FS_24_18
NA	31583	SE_FS_24_19	SE_FS_24_19	SE_FS_24_19	SE_FS_24_19
NA	31584	SE_FS_24_20	SE_FS_24_20	SE_FS_24_20	SE_FS_24_20
NA	31585	SE_FS_24_21	SE_FS_24_21	SE_FS_24_21	SE_FS_24_21
NA	31586	SE_FS_24_22	SE_FS_24_22	SE_FS_24_22	SE_FS_24_22
NA	31587	SE_FS_24_23	SE_FS_24_23	SE_FS_24_23	SE_FS_24_23
NA	31588	SE_FS_24_24	SE_FS_24_24	SE_FS_24_24	SE_FS_24_24
NA	31589	SE_FS_24_25	SE_FS_24_25	SE_FS_24_25	SE_FS_24_25
NA	35842	SI_FS_25_01	SI_FS_25_01	SI_FS_25_01	SI_FS_25_01
NA	35843	SI_FS_25_02	SI_FS_25_02	SI_FS_25_02	SI_FS_25_02
NA	35844	SI_FS_25_03	SI_FS_25_03	SI_FS_25_03	SI_FS_25_03
NA	35846	SI_FS_25_05	SI_FS_25_05	SI_FS_25_05	SI_FS_25_05
NA	35847	SI_FS_25_06	SI_FS_25_06	SI_FS_25_06	SI_FS_25_06
NA	35848	SI_FS_25_07	SI_FS_25_07	SI_FS_25_07	SI_FS_25_07
NA	35849	SI_FS_25_08	SI_FS_25_08	SI_FS_25_08	SI_FS_25_08
NA	35850	SI_FS_25_09	SI_FS_25_09	SI_FS_25_09	SI_FS_25_09
NA	35851	SI_FS_25_10	SI_FS_25_10	SI_FS_25_10	SI_FS_25_10
NA	35852	SI_FS_25_11	SI_FS_25_11	SI_FS_25_11	SI_FS_25_11
